stop_id,stop_name,stop_lat,stop_lon,location_source,source_points
SWAN_S0001,下諏訪駅,36.07219118325,138.085224703733,real_json_tokyo_to_wgs84,1
SWAN_S0036,西友前,,,unknown_no_json,0
SWAN_S0053,西大路南,36.068022198156,138.075559851587,real_json_tokyo_to_wgs84,2
SWAN_S0066,東高木,36.062632069946,138.107057173068,real_json_tokyo_to_wgs84,2
SWAN_S0067,高木下,36.064667131874,138.10448221966,real_json_tokyo_to_wgs84,2
SWAN_S0074,下諏訪町役場,36.069329064729,138.079457010885,real_json_tokyo_to_wgs84,2
SWAN_S0076,岡谷駅南口,,,unknown_no_json,0
SWAN_S0077,花岡公園下,,,unknown_no_json,0
SWAN_S0078,マルマス前,,,unknown_no_json,0
SWAN_S0079,日吉神社下,,,unknown_no_json,0
SWAN_S0080,南部中学校西,,,unknown_no_json,0
SWAN_S0081,小口商店前,,,unknown_no_json,0
SWAN_S0082,白波社前,,,unknown_no_json,0
SWAN_S0083,久保寺下,,,unknown_no_json,0
SWAN_S0084,湊支所前,,,unknown_no_json,0
SWAN_S0085,湊三丁目,,,unknown_no_json,0
SWAN_S0086,蔦屋前,,,unknown_no_json,0
SWAN_S0087,山吉前,,,unknown_no_json,0
SWAN_S0088,観音下,,,unknown_no_json,0
SWAN_S0089,山カ前,,,unknown_no_json,0
SWAN_S0090,栗の木,,,unknown_no_json,0
SWAN_S0091,石舟渡前,,,unknown_no_json,0
SWAN_S0092,ＳＵＷＡガラスの里,,,unknown_no_json,0
SWAN_S0093,クリーンレイク諏訪,,,unknown_no_json,0
SWAN_S0094,諏訪湖スタジアム入口,,,unknown_no_json,0
SWAN_S0095,すわっこランド,,,unknown_no_json,0
SWAN_S0096,渋崎入口,,,unknown_no_json,0
SWAN_S0097,原田泰治美術館,,,unknown_no_json,0
SWAN_S0098,ヨットハーバー前,,,unknown_no_json,0
SWAN_S0099,日赤病院,,,unknown_no_json,0
SWAN_S0100,D５１前,,,unknown_no_json,0
SWAN_S0101,片倉館前,,,unknown_no_json,0
SWAN_S0102,老人福祉センター入口,,,unknown_no_json,0
SWAN_S0103,上諏訪駅諏訪湖口（西口）,,,unknown_no_json,0
SWAN_S0104,温泉街通り,,,unknown_no_json,0
SWAN_S0105,足湯前,,,unknown_no_json,0
SWAN_S0106,北澤美術館本館,,,unknown_no_json,0
SWAN_S0107,中大和,,,unknown_no_json,0
SWAN_S0108,大和下,,,unknown_no_json,0
SWAN_S0109,富ヶ丘,36.068649999302,138.097520087202,real_json_tokyo_to_wgs84,2
SWAN_S0110,承知川,36.071239142974,138.091320041021,real_json_tokyo_to_wgs84,2
SWAN_S0111,大社通り四ツ角,36.074470808393,138.084479098754,real_json_tokyo_to_wgs84,2
SWAN_S0112,春宮大門南,36.07392057193,138.081064463277,real_json_tokyo_to_wgs84,2
SWAN_S0113,赤砂,36.065471838948,138.075429664515,real_json_tokyo_to_wgs84,2
SWAN_S0114,東洋技研前,,,unknown_no_json,0
SWAN_S0115,ロマネット入口,,,unknown_no_json,0
SWAN_S0116,諏訪湖ハイツ,,,unknown_no_json,0
SWAN_S0117,祐愛病院前,,,unknown_no_json,0
SWAN_S0118,岡谷南高校前,,,unknown_no_json,0
SWAN_S0119,美謄堂印刷前,,,unknown_no_json,0
SWAN_S0120,田中町二丁目,,,unknown_no_json,0
SWAN_S0121,向山医院前,,,unknown_no_json,0
SWAN_S0122,岡谷市役所前,,,unknown_no_json,0
SWAN_S0123,岡谷市民病院前,,,unknown_no_json,0
SWAN_S0124,新屋敷,,,unknown_no_json,0
SWAN_S0125,中央通り三丁目,,,unknown_no_json,0
SWAN_S0126,イルフ童画館,,,unknown_no_json,0
SWAN_S0127,丸山橋南,,,unknown_no_json,0
SWAN_S0128,北有賀,,,unknown_no_json,0
SWAN_S0129,童画館通り入口,,,unknown_no_json,0
SWAN_S0130,大和郵便局前,,,unknown_no_json,0
